"","id","pokemon","id_especie","altura","peso","exp_base","tipo_1","tipo_2","hp","ataque","defesa","ataque_especial","defesa_especial","velocidade","cor_1","cor_2","cor_final","grupo_ovo_1","grupo_ovo_2","url_icone","url_imagem","id_geracao"
"433",433,"chingling",433,0.02,0.06,57,"psíquico",NA,45,30,50,65,50,45,"#F85888",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/7/7b/433MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/433.png",4
"434",434,"stunky",434,0.04,1.92,66,"venenoso","sombrio",63,63,47,41,41,74,"#A040A0","#705848","#94458A","ground",NA,"//archives.bulbagarden.net/media/upload/4/48/434MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/434.png",4
"435",435,"skuntank",435,0.1,3.8,168,"venenoso","sombrio",103,93,67,71,61,84,"#A040A0","#705848","#94458A","ground",NA,"//archives.bulbagarden.net/media/upload/3/30/435MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/435.png",4
"436",436,"bronzor",436,0.05,6.05,60,"aço","psíquico",57,24,86,24,86,23,"#B8B8D0","#F85888","#C7A0BE","mineral",NA,"//archives.bulbagarden.net/media/upload/4/47/436MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/436.png",4
"437",437,"bronzong",437,0.13,18.7,175,"aço","psíquico",67,89,116,79,116,33,"#B8B8D0","#F85888","#C7A0BE","mineral",NA,"//archives.bulbagarden.net/media/upload/f/fc/437MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/437.png",4
"438",438,"bonsly",438,0.05,1.5,58,"pedra",NA,50,80,95,10,45,10,"#B8A038",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/c/cc/438MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/438.png",4
"439",439,"mime-jr",439,0.06,1.3,62,"psíquico","fada",20,25,45,70,90,60,"#F85888","#EE99AC","#F56790","no-eggs",NA,"//archives.bulbagarden.net/media/upload/2/29/439MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/439.png",4
"440",440,"happiny",440,0.06,2.44,110,"normal",NA,100,5,5,15,65,30,"#A8A878",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/9/92/440MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/440.png",4
"441",441,"chatot",441,0.05,0.19,144,"normal","voador",76,65,45,92,42,91,"#A8A878","#A890F0","#A8A295","flying",NA,"//archives.bulbagarden.net/media/upload/f/f6/441MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/441.png",4
"442",442,"spiritomb",442,0.1,10.8,170,"fantasma","sombrio",50,92,108,92,108,35,"#705898","#705848","#705884","indeterminate",NA,"//archives.bulbagarden.net/media/upload/6/61/442MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/442.png",4
"443",443,"gible",443,0.07,2.05,60,"dragão","terrestre",58,70,45,40,45,42,"#7038F8","#E0C068","#8B58D5","monster","dragon","//archives.bulbagarden.net/media/upload/f/f7/443MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/443.png",4
"444",444,"gabite",444,0.14,5.6,144,"dragão","terrestre",68,90,65,50,55,82,"#7038F8","#E0C068","#8B58D5","monster","dragon","//archives.bulbagarden.net/media/upload/5/58/444MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/444.png",4
"445",445,"garchomp",445,0.19,9.5,270,"dragão","terrestre",108,130,95,80,85,102,"#7038F8","#E0C068","#8B58D5","monster","dragon","//archives.bulbagarden.net/media/upload/5/55/445MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/445.png",4
"446",446,"munchlax",446,0.06,10.5,78,"normal",NA,135,85,40,40,85,5,"#A8A878",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/d/d7/446MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/446.png",4
"447",447,"riolu",447,0.07,2.02,57,"lutador",NA,40,70,40,35,40,60,"#C03028",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/d/d6/447MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/447.png",4
"448",448,"lucario",448,0.12,5.4,184,"lutador","aço",70,110,70,115,70,90,"#C03028","#B8B8D0","#BE5050","ground","humanshape","//archives.bulbagarden.net/media/upload/1/14/448MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/448.png",4
"449",449,"hippopotas",449,0.08,4.95,66,"terrestre",NA,68,72,78,38,42,32,"#E0C068",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/8/81/449MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/449.png",4
"450",450,"hippowdon",450,0.2,30,184,"terrestre",NA,108,112,118,68,72,47,"#E0C068",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/0/0b/450MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/450.png",4
"451",451,"skorupi",451,0.08,1.2,66,"venenoso","inseto",40,50,90,30,55,65,"#A040A0","#A8B820","#A15D80","bug","water3","//archives.bulbagarden.net/media/upload/4/49/451MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/451.png",4
"452",452,"drapion",452,0.13,6.15,175,"venenoso","sombrio",70,90,110,60,75,95,"#A040A0","#705848","#94458A","bug","water3","//archives.bulbagarden.net/media/upload/7/78/452MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/452.png",4
"453",453,"croagunk",453,0.07,2.3,60,"venenoso","lutador",48,61,40,61,40,50,"#A040A0","#C03028","#A73C82","humanshape",NA,"//archives.bulbagarden.net/media/upload/8/8a/453MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/453.png",4
"454",454,"toxicroak",454,0.13,4.44,172,"venenoso","lutador",83,106,65,86,65,85,"#A040A0","#C03028","#A73C82","humanshape",NA,"//archives.bulbagarden.net/media/upload/1/1a/454MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/454.png",4
"455",455,"carnivine",455,0.14,2.7,159,"grama",NA,74,100,72,90,72,46,"#78C850",NA,NA,"plant",NA,"//archives.bulbagarden.net/media/upload/8/85/455MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/455.png",4
"456",456,"finneon",456,0.04,0.7,66,"água",NA,49,49,56,49,61,66,"#6890F0",NA,NA,"water2",NA,"//archives.bulbagarden.net/media/upload/6/60/456MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/456.png",4
"457",457,"lumineon",457,0.12,2.4,161,"água",NA,69,69,76,69,86,91,"#6890F0",NA,NA,"water2",NA,"//archives.bulbagarden.net/media/upload/5/54/457MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/457.png",4
"458",458,"mantyke",458,0.1,6.5,69,"água","voador",45,20,50,60,120,50,"#6890F0","#A890F0","#7790F0","no-eggs",NA,"//archives.bulbagarden.net/media/upload/3/31/458MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/458.png",4
"459",459,"snover",459,0.1,5.05,67,"grama","gelo",60,62,50,62,60,40,"#78C850","#98D8D8","#7FCB70","monster","plant","//archives.bulbagarden.net/media/upload/5/5d/459MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/459.png",4
"460",460,"abomasnow",460,0.22,13.55,173,"grama","gelo",90,92,75,92,85,60,"#78C850","#98D8D8","#7FCB70","monster","plant","//archives.bulbagarden.net/media/upload/6/68/460MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/460.png",4
"461",461,"weavile",461,0.11,3.4,179,"sombrio","gelo",70,120,65,45,85,125,"#705848","#98D8D8","#79776A","ground",NA,"//archives.bulbagarden.net/media/upload/b/b4/461MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/461.png",4
"462",462,"magnezone",462,0.12,18,241,"elétrico","aço",70,70,115,130,90,60,"#F8D030","#B8B8D0","#E8CA56","mineral",NA,"//archives.bulbagarden.net/media/upload/9/9c/462MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/462.png",4
"463",463,"lickilicky",463,0.17,14,180,"normal",NA,110,85,95,80,95,50,"#A8A878",NA,NA,"monster",NA,"//archives.bulbagarden.net/media/upload/7/76/463MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/463.png",4
"464",464,"rhyperior",464,0.24,28.28,241,"terrestre","pedra",115,140,130,55,55,40,"#E0C068","#B8A038","#D6B85C","monster","ground","//archives.bulbagarden.net/media/upload/7/79/464MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/464.png",4
"465",465,"tangrowth",465,0.2,12.86,187,"grama",NA,100,100,125,110,50,50,"#78C850",NA,NA,"plant",NA,"//archives.bulbagarden.net/media/upload/c/c1/465MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/465.png",4
"466",466,"electivire",466,0.18,13.86,243,"elétrico",NA,75,123,67,95,85,95,"#F8D030",NA,NA,"humanshape",NA,"//archives.bulbagarden.net/media/upload/2/2a/466MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/466.png",4
"467",467,"magmortar",467,0.16,6.8,243,"fogo",NA,75,95,67,125,95,83,"#F08030",NA,NA,"humanshape",NA,"//archives.bulbagarden.net/media/upload/f/f2/467MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/467.png",4
"468",468,"togekiss",468,0.15,3.8,245,"fada","voador",85,50,95,120,115,80,"#EE99AC","#A890F0","#DD96BC","flying","fairy","//archives.bulbagarden.net/media/upload/b/b0/468MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/468.png",4
"469",469,"yanmega",469,0.19,5.15,180,"inseto","voador",86,76,86,116,56,95,"#A8B820","#A890F0","#A8AE52","bug",NA,"//archives.bulbagarden.net/media/upload/8/8c/469MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/469.png",4
"470",470,"leafeon",470,0.1,2.55,184,"grama",NA,65,110,130,60,65,95,"#78C850",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/7/77/470MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/470.png",4
"471",471,"glaceon",471,0.08,2.59,184,"gelo",NA,65,60,110,130,95,65,"#98D8D8",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/3/30/471MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/471.png",4
"472",472,"gliscor",472,0.2,4.25,179,"terrestre","voador",75,95,125,45,75,95,"#E0C068","#A890F0","#D2B488","bug",NA,"//archives.bulbagarden.net/media/upload/6/63/472MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/472.png",4
"473",473,"mamoswine",473,0.25,29.1,239,"gelo","terrestre",110,130,80,70,60,80,"#98D8D8","#E0C068","#A9D2BC","ground",NA,"//archives.bulbagarden.net/media/upload/9/92/473MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/473.png",4
"474",474,"porygon-z",474,0.09,3.4,241,"normal",NA,85,80,70,135,75,90,"#A8A878",NA,NA,"mineral",NA,"//archives.bulbagarden.net/media/upload/2/28/474MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/474.png",4
"475",475,"gallade",475,0.16,5.2,233,"psíquico","lutador",68,125,65,65,115,80,"#F85888","#C03028","#EA4E70","indeterminate",NA,"//archives.bulbagarden.net/media/upload/a/a8/475MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/475.png",4
"476",476,"probopass",476,0.14,34,184,"pedra","aço",60,55,145,75,150,40,"#B8A038","#B8B8D0","#B8A55C","mineral",NA,"//archives.bulbagarden.net/media/upload/1/17/476MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/476.png",4
"477",477,"dusknoir",477,0.22,10.66,236,"fantasma",NA,45,100,135,65,135,45,"#705898",NA,NA,"indeterminate",NA,"//archives.bulbagarden.net/media/upload/e/ef/477MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/477.png",4
"478",478,"froslass",478,0.13,2.66,168,"gelo","fantasma",70,80,70,80,70,110,"#98D8D8","#705898","#8EB8C8","fairy","mineral","//archives.bulbagarden.net/media/upload/e/ec/478MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/478.png",4
"479",479,"rotom",479,0.03,0.03,154,"elétrico","fantasma",50,50,77,95,77,91,"#F8D030","#705898","#D7B249","indeterminate",NA,"//archives.bulbagarden.net/media/upload/6/62/479MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/479.png",4
"480",480,"uxie",480,0.03,0.03,261,"psíquico",NA,75,75,130,75,130,95,"#F85888",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/5/5c/480MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/480.png",4
"481",481,"mesprit",481,0.03,0.03,261,"psíquico",NA,80,105,105,105,105,80,"#F85888",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/4/45/481MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/481.png",4
"482",482,"azelf",482,0.03,0.03,261,"psíquico",NA,75,125,70,125,70,115,"#F85888",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/2/22/482MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/482.png",4
"483",483,"dialga",483,0.54,68.3,306,"aço","dragão",100,120,120,150,100,90,"#B8B8D0","#7038F8","#A698D9","no-eggs",NA,"//archives.bulbagarden.net/media/upload/3/37/483MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/483.png",4
"484",484,"palkia",484,0.42,33.6,306,"água","dragão",90,120,100,150,120,100,"#6890F0","#7038F8","#697AF1","no-eggs",NA,"//archives.bulbagarden.net/media/upload/2/27/484MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/484.png",4
"485",485,"heatran",485,0.17,43,270,"fogo","aço",91,90,106,130,106,77,"#F08030","#B8B8D0","#E28D56","no-eggs",NA,"//archives.bulbagarden.net/media/upload/9/9e/485MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/485.png",4
"486",486,"regigigas",486,0.37,42,302,"normal",NA,110,160,110,80,110,100,"#A8A878",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/3/3d/486MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/486.png",4
"487",487,"giratina-altered",487,0.45,75,306,"fantasma","dragão",150,100,120,100,120,90,"#705898","#7038F8","#7050AF","no-eggs",NA,"//archives.bulbagarden.net/media/upload/1/18/487MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/487.png",4
"488",488,"cresselia",488,0.15,8.56,270,"psíquico",NA,120,70,120,75,130,85,"#F85888",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/c/c3/488MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/488.png",4
"489",489,"phione",489,0.04,0.31,216,"água",NA,80,80,80,80,80,80,"#6890F0",NA,NA,"water1","fairy","//archives.bulbagarden.net/media/upload/6/6e/489MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/489.png",4
"490",490,"manaphy",490,0.03,0.14,270,"água",NA,100,100,100,100,100,100,"#6890F0",NA,NA,"water1","fairy","//archives.bulbagarden.net/media/upload/c/c2/490MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/490.png",4
"491",491,"darkrai",491,0.15,5.05,270,"sombrio",NA,70,90,90,135,90,125,"#705848",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/d/d4/491MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/491.png",4
"492",492,"shaymin-land",492,0.02,0.21,270,"grama",NA,100,100,100,100,100,100,"#78C850",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/2/2b/492MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/492.png",4
"493",493,"arceus",493,0.32,32,324,"normal",NA,120,120,120,120,120,120,"#A8A878",NA,NA,"no-eggs",NA,"//archives.bulbagarden.net/media/upload/0/04/493MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/493.png",4
"494",494,"victini",494,0.04,0.4,270,"psíquico","fogo",100,100,100,100,100,100,"#F85888","#F08030","#F66172","no-eggs",NA,"//archives.bulbagarden.net/media/upload/b/b9/494MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/494.png",5
"495",495,"snivy",495,0.06,0.81,62,"grama",NA,45,45,55,45,55,63,"#78C850",NA,NA,"ground","plant","//archives.bulbagarden.net/media/upload/0/07/495MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/495.png",5
"496",496,"servine",496,0.08,1.6,145,"grama",NA,60,60,75,60,75,83,"#78C850",NA,NA,"ground","plant","//archives.bulbagarden.net/media/upload/6/6d/496MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/496.png",5
"497",497,"serperior",497,0.33,6.3,238,"grama",NA,75,75,95,75,95,113,"#78C850",NA,NA,"ground","plant","//archives.bulbagarden.net/media/upload/1/1c/497MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/497.png",5
"498",498,"tepig",498,0.05,0.99,62,"fogo",NA,65,63,45,45,45,45,"#F08030",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/7/74/498MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/498.png",5
"499",499,"pignite",499,0.1,5.55,146,"fogo","lutador",90,93,55,70,55,55,"#F08030","#C03028","#E46C2E","ground",NA,"//archives.bulbagarden.net/media/upload/a/ad/499MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/499.png",5
"500",500,"emboar",500,0.16,15,238,"fogo","lutador",110,123,65,100,65,65,"#F08030","#C03028","#E46C2E","ground",NA,"//archives.bulbagarden.net/media/upload/a/ae/500MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/500.png",5
"501",501,"oshawott",501,0.05,0.59,62,"água",NA,55,55,45,63,45,45,"#6890F0",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/b/bb/501MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/501.png",5
"502",502,"dewott",502,0.08,2.45,145,"água",NA,75,75,60,83,60,60,"#6890F0",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/f/f1/502MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/502.png",5
"503",503,"samurott",503,0.15,9.46,238,"água",NA,95,100,85,108,70,70,"#6890F0",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/7/73/503MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/503.png",5
"504",504,"patrat",504,0.05,1.16,51,"normal",NA,45,55,39,35,39,42,"#A8A878",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/e/e2/504MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/504.png",5
"505",505,"watchog",505,0.11,2.7,147,"normal",NA,60,85,69,60,69,77,"#A8A878",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/e/e3/505MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/505.png",5
"506",506,"lillipup",506,0.04,0.41,55,"normal",NA,45,60,45,25,45,55,"#A8A878",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/6/62/506MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/506.png",5
"507",507,"herdier",507,0.09,1.47,130,"normal",NA,65,80,65,35,65,60,"#A8A878",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/e/e6/507MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/507.png",5
"508",508,"stoutland",508,0.12,6.1,225,"normal",NA,85,110,90,45,90,80,"#A8A878",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/7/74/508MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/508.png",5
"509",509,"purrloin",509,0.04,1.01,56,"sombrio",NA,41,50,37,50,37,66,"#705848",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/4/4f/509MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/509.png",5
"510",510,"liepard",510,0.11,3.75,156,"sombrio",NA,64,88,50,88,50,106,"#705848",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/6/68/510MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/510.png",5
"511",511,"pansage",511,0.06,1.05,63,"grama",NA,50,53,48,53,48,64,"#78C850",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/1/11/511MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/511.png",5
"512",512,"simisage",512,0.11,3.05,174,"grama",NA,75,98,63,98,63,101,"#78C850",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/0/07/512MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/512.png",5
"513",513,"pansear",513,0.06,1.1,63,"fogo",NA,50,53,48,53,48,64,"#F08030",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/f/f0/513MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/513.png",5
"514",514,"simisear",514,0.1,2.8,174,"fogo",NA,75,98,63,98,63,101,"#F08030",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/5/5b/514MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/514.png",5
"515",515,"panpour",515,0.06,1.35,63,"água",NA,50,53,48,53,48,64,"#6890F0",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/c/c8/515MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/515.png",5
"516",516,"simipour",516,0.1,2.9,174,"água",NA,75,98,63,98,63,101,"#6890F0",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/2/29/516MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/516.png",5
"517",517,"munna",517,0.06,2.33,58,"psíquico",NA,76,25,45,67,55,24,"#F85888",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/0/0a/517MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/517.png",5
"518",518,"musharna",518,0.11,6.05,170,"psíquico",NA,116,55,85,107,95,29,"#F85888",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/4/43/518MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/518.png",5
"519",519,"pidove",519,0.03,0.21,53,"normal","voador",50,55,50,36,30,43,"#A8A878","#A890F0","#A8A295","flying",NA,"//archives.bulbagarden.net/media/upload/3/3b/519MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/519.png",5
"520",520,"tranquill",520,0.06,1.5,125,"normal","voador",62,77,62,50,42,65,"#A8A878","#A890F0","#A8A295","flying",NA,"//archives.bulbagarden.net/media/upload/5/5d/520MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/520.png",5
"521",521,"unfezant",521,0.12,2.9,220,"normal","voador",80,115,80,65,55,93,"#A8A878","#A890F0","#A8A295","flying",NA,"//archives.bulbagarden.net/media/upload/e/e5/521MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/521.png",5
"522",522,"blitzle",522,0.08,2.98,59,"elétrico",NA,45,60,32,50,32,76,"#F8D030",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/6/6d/522MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/522.png",5
"523",523,"zebstrika",523,0.16,7.95,174,"elétrico",NA,75,100,63,80,63,116,"#F8D030",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/9/98/523MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/523.png",5
"524",524,"roggenrola",524,0.04,1.8,56,"pedra",NA,55,75,85,25,25,15,"#B8A038",NA,NA,"mineral",NA,"//archives.bulbagarden.net/media/upload/2/20/524MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/524.png",5
"525",525,"boldore",525,0.09,10.2,137,"pedra",NA,70,105,105,50,40,20,"#B8A038",NA,NA,"mineral",NA,"//archives.bulbagarden.net/media/upload/0/09/525MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/525.png",5
"526",526,"gigalith",526,0.17,26,232,"pedra",NA,85,135,130,60,80,25,"#B8A038",NA,NA,"mineral",NA,"//archives.bulbagarden.net/media/upload/3/3b/526MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/526.png",5
"527",527,"woobat",527,0.04,0.21,65,"psíquico","voador",65,45,43,55,43,72,"#F85888","#A890F0","#E465A1","flying","ground","//archives.bulbagarden.net/media/upload/2/2c/527MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/527.png",5
"528",528,"swoobat",528,0.09,1.05,149,"psíquico","voador",67,57,55,77,55,114,"#F85888","#A890F0","#E465A1","flying","ground","//archives.bulbagarden.net/media/upload/d/d5/528MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/528.png",5
"529",529,"drilbur",529,0.03,0.85,66,"terrestre",NA,60,85,40,30,45,68,"#E0C068",NA,NA,"ground",NA,"//archives.bulbagarden.net/media/upload/0/0e/529MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/529.png",5
"530",530,"excadrill",530,0.07,4.04,178,"terrestre","aço",110,135,60,50,65,88,"#E0C068","#B8B8D0","#D6BE81","ground",NA,"//archives.bulbagarden.net/media/upload/7/78/530MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/530.png",5
"531",531,"audino",531,0.11,3.1,390,"normal",NA,103,60,86,60,86,50,"#A8A878",NA,NA,"fairy",NA,"//archives.bulbagarden.net/media/upload/3/34/531MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/531.png",5
"532",532,"timburr",532,0.06,1.25,61,"lutador",NA,75,80,55,25,35,35,"#C03028",NA,NA,"humanshape",NA,"//archives.bulbagarden.net/media/upload/1/19/532MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/532.png",5
"533",533,"gurdurr",533,0.12,4,142,"lutador",NA,85,105,85,40,50,40,"#C03028",NA,NA,"humanshape",NA,"//archives.bulbagarden.net/media/upload/9/92/533MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/533.png",5
"534",534,"conkeldurr",534,0.14,8.7,227,"lutador",NA,105,140,95,55,65,45,"#C03028",NA,NA,"humanshape",NA,"//archives.bulbagarden.net/media/upload/6/6d/534MS6.png","https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/534.png",5
